0.019140621,-0.031453451
-0.035009768,0.000406901
0.024121093,0.028727214
-0.027197261,0.060302734
-0.106933599,0.041870117
-0.067285148,0.001139323
-0.163232428,0.045898438
-0.178369149,0.093058268
-0.267382809,0.092692057
-0.389892573,0.125488281
-0.476269541,0.224650065
-0.580126949,0.391438802
-0.633056638,0.577555339
-0.796386727,0.745239258
-0.873681632,0.878458659
-0.869726563,1.040852865
-0.765039064,1.138875326
-0.694433593,1.110270182
-0.525976565,0.971435547
-0.466259768,0.709269206
-0.324560551,0.556315104
-0.203515635,0.341349284
-0.068994144,0.14457194
0.06015625,-0.073404948
0.110498047,-0.248413086
0.302392578,-0.331095378
0.347363282,-0.375325521
0.525097657,-0.45324707
0.590771485,-0.482055664
0.685351562,-0.459065755
0.793798829,-0.462076823
0.853955079,-0.616495768
0.912548827,-0.785481771
0.886718749,-0.761311849
0.783349609,-0.786580404
0.681250001,-0.739135742
0.519482423,-0.680379232
0.528857422,-0.62113444
0.292138673,-0.594319661
0.058886723,-0.552897135
-0.072558597,-0.58585612
-0.083837889,-0.450724284
-0.109521478,-0.288736979
-0.118457033,-0.153930664
-0.137158207,-0.130859375
-0.134423828,-0.161661784
-0.029833985,-0.137207031
-0.02084961,-0.15629069
0.022314454,-0.129923503
0.009716796,-0.12878418